date,True AQI,Predicted AQI
2024-05-29,76,56.193919349929075
2024-05-30,44,64.3354780253237
2024-05-31,28,38.09224584120642
2024-06-01,40,24.14263463229932
2024-06-02,46,33.69745113010462
2024-06-03,65,38.928555333444784
2024-06-04,74,54.76780511692195
2024-06-05,64,62.63714621965406
2024-06-06,74,54.57649834802152
2024-06-07,50,62.61446142193219
2024-06-08,54,43.00576287644032
2024-06-09,61,45.76725215156708
2024-06-10,67,51.64335907824518
2024-06-11,63,56.761039292975966
2024-06-12,73,53.59122365885545
2024-06-13,69,61.76529551909737
2024-06-14,44,58.68621907586436
2024-06-15,36,37.93345225715329
2024-06-16,60,30.75448347320286
2024-06-17,83,50.408551614138474
2024-06-18,90,69.96205217706117
2024-06-19,93,76.26917026045491
2024-06-20,74,78.90740715984687
2024-06-21,50,63.27232055586658
2024-06-22,97,43.00576287644032
2024-06-23,137,81.30593967142362
2024-06-24,29,115.43136936886947
2024-06-25,43,27.078801925546692
2024-06-26,80,36.199579243165324
2024-06-27,71,67.09696730045046
2024-06-28,80,60.49797487014337
2024-06-29,71,67.73214163666297
2024-06-30,55,60.49797487014337
2024-07-01,35,47.07011400883941
2024-07-02,34,30.177535143030546
2024-07-03,37,28.897358083480093
2024-07-04,62,31.354116601097047
2024-07-05,84,52.084198622086234
2024-07-06,45,70.83390287761786
2024-07-07,40,39.10020532809437
2024-07-08,37,34.08309269137651
2024-07-09,64,31.4902253874283
2024-07-10,81,53.73716083231212
2024-07-11,88,68.39982915772279
2024-07-12,45,74.57083845478527
2024-07-13,52,39.190944518981865
2024-07-14,73,44.000865952731814
2024-07-15,59,61.51576274415674
2024-07-16,44,50.42140802473493
2024-07-17,29,37.70660427993453
2024-07-18,32,24.96911573741226
2024-07-19,61,27.108287086922953
2024-07-20,53,51.14429352836392
2024-07-21,50,45.19030382139477
2024-07-22,40,42.529382124280936
2024-07-23,58,34.19651667998588
2024-07-24,48,48.84632859480009
2024-07-25,26,40.989843902664425
2024-07-26,31,22.580411612960937
2024-07-27,37,26.213751588644385
2024-07-28,31,31.28606220793142
2024-07-29,40,26.463284363585018
2024-07-30,19,33.76550552327025
2024-07-31,32,16.61356549539533
2024-08-01,27,26.8814391097042
2024-08-02,34,23.043935954523867
2024-08-03,31,28.715879701705088
2024-08-04,37,26.39522997041939
2024-08-05,30,31.28606220793142
2024-08-06,45,25.636803258472074
2024-08-07,50,37.875226251113084
2024-08-08,43,42.34790374250593
2024-08-09,49,36.67595999532471
2024-08-10,29,41.476053041949235
2024-08-11,27,25.08253972602164
2024-08-12,18,22.975881561358243
2024-08-13,18,15.492182019898006
2024-08-14,27,15.288018840401126
2024-08-15,43,22.72634878641761
2024-08-16,43,36.15420964772157
2024-08-17,38,36.51716641127158
2024-08-18,30,32.38476088570687
2024-08-19,26,25.65948805619395
2024-08-20,18,22.172085253967175
2024-08-21,23,15.46949722217613
2024-08-22,28,19.42042436596584
2024-08-23,42,23.66625388013993
2024-08-24,33,35.350413340330505
2024-08-25,30,28.22967056242028
2024-08-26,26,25.54606406758457
2024-08-27,21,22.172085253967175
2024-08-28,31,17.948940537514957
2024-08-29,43,26.10032760003501
2024-08-30,58,36.244948838609076
2024-08-31,52,48.91438298796572
2024-09-01,28,44.2957683231162
2024-09-02,21,24.32411301407432
2024-09-03,32,17.99431013295871
2024-09-04,58,26.92680870514795
2024-09-05,23,48.66485021302509
2024-09-06,23,20.327816274840863
2024-09-07,22,19.533848354575216
2024-09-08,26,18.707367249462276
2024-09-09,58,21.99060687219217
2024-09-10,17,48.528741426693834
2024-09-11,20,15.368929644163208
2024-09-12,26,16.918296252905137
2024-09-13,33,21.94523727674842
2024-09-14,23,27.866713798870272
2024-09-15,28,19.760696331793973
2024-09-16,40,23.66625388013993
2024-09-17,26,33.69745113010462
2024-09-18,38,22.39893323118593
2024-09-19,53,31.999119324434982
2024-09-20,31,44.66855347379163
2024-09-21,17,26.826241127135027
2024-09-22,18,14.756440105672567
2024-09-23,34,15.265334042679251
2024-09-24,56,28.511716522208207
2024-09-25,43,47.057257598242956
2024-09-26,34,36.81206878165597
2024-09-27,46,29.078836465255097
2024-09-28,52,38.79244654711353
2024-09-29,68,44.023550750453694
2024-09-30,12,57.383357218592025
2024-10-01,15,11.46337209581725
2024-10-02,18,12.672466738731046
2024-10-03,30,15.2199644472355
2024-10-04,63,25.205792101756437
2024-10-05,81,52.75188614314605
2024-10-06,81,68.37714436000091
2024-10-07,24,68.78547071899467
2024-10-08,26,21.676047727556945
2024-10-09,77,22.03597646763592
2024-10-10,22,64.23188242383975
2024-10-11,48,19.932346326443557
2024-10-12,84,40.17319118467691
2024-10-13,116,70.5163157095116
2024-10-14,120,97.78036379111329
