date,True AQI,Predicted AQI
2024-11-26,19,57.96481500705071
2024-11-27,19,22.729467219268372
2024-11-28,19,27.43425953673838
2024-11-29,30,27.43425953673838
2024-11-30,43,49.065078240419
2024-12-01,51,45.50784479557976
2024-12-02,22,53.61745776374244
2024-12-03,36,25.17548289916299
2024-12-04,34,55.76504487068128
2024-12-05,21,48.20855768844741
2024-12-06,24,32.51116625837399
2024-12-07,17,33.5692808720045
2024-12-08,27,28.58236222621286
2024-12-09,44,40.889916843275614
2024-12-10,38,50.0708860202401
2024-12-11,39,39.06847944234151
2024-12-12,64,54.96334950858805
2024-12-13,25,59.67544685404193
2024-12-14,26,33.50182433905102
2024-12-15,34,108.3495968285126
2024-12-16,35,53.397560519358485
2024-12-17,20,46.614424746470874
2024-12-18,22,31.070885555833776
2024-12-19,44,31.6872206600782
2024-12-20,40,57.62303504708695
2024-12-21,19,44.527674688552324
2024-12-22,27,23.819377003928153
2024-12-23,40,41.57081565279942
2024-12-24,66,45.953976738000655
2024-12-25,63,70.33169542784957
2024-12-26,25,54.30560450104558
2024-12-27,19,33.506824339051015
2024-12-28,39,34.86630418811214
2024-12-29,62,54.27663862238164
2024-12-30,65,78.59466337207942
2024-12-31,47,63.30765592701734
