date,True AQI,Predicted AQI
2024-08-09,49,50.73335704061394
2024-08-10,29,55.4839290748436
2024-08-11,27,41.9502057519184
2024-08-12,18,43.33209760605921
2024-08-13,18,37.86598724065727
2024-08-14,27,39.061005574535905
2024-08-15,43,44.792675569688654
2024-08-16,43,53.78729278274824
2024-08-17,38,51.66281574474177
2024-08-18,30,48.47855463632358
2024-08-19,26,44.04763593723149
2024-08-20,18,42.56246556950016
2024-08-21,23,37.998767055532674
2024-08-22,28,42.2452666829541
2024-08-23,42,44.76562871699527
2024-08-24,33,53.0176607461892
2024-08-25,30,45.42707334278079
2024-08-26,26,44.71153501160851
2024-08-27,21,42.56246556950016
2024-08-28,31,39.909323720583586
2024-08-29,43,46.941745011796996
2024-08-30,58,53.25617352324662
2024-08-31,52,61.21559906999636
2024-09-01,28,55.40278851676346
2024-09-02,21,40.91501408560855
2024-09-03,32,39.64376409083278
2024-09-04,58,47.578597233480636
2024-09-05,23,62.676177033625805
2024-09-06,23,36.93407408793793
2024-09-07,22,41.58136760857708
2024-09-08,26,40.94451538689344
2024-09-09,58,43.6247040885034
2024-09-10,17,63.47285592287823
2024-09-11,20,33.11296075783609
2024-09-12,26,40.46748983277859
2024-09-13,33,43.89026371825421
2024-09-14,23,47.55155038078726
2024-09-15,28,40.253569459823034
2024-09-16,40,44.76562871699527
2024-09-17,26,51.74395630282192
2024-09-18,38,41.23466742074612
2024-09-19,53,50.73581148920545
2024-09-20,31,58.69523703595519
2024-09-21,17,42.69279093578406
2024-09-22,18,36.698015759472014
2024-09-23,34,39.19378538941131
2024-09-24,56,49.25064112147413
2024-09-25,43,61.136912960507715
2024-09-26,34,49.93667815136152
2024-09-27,46,45.93114574958902
2024-09-28,52,54.76839074367133
2024-09-29,68,56.99614629526831
2024-09-30,12,66.3891029529541
2024-10-01,15,28.600901500663856
2024-10-02,18,37.94712779873742
2024-10-03,30,39.45934501916212
2024-10-04,63,46.70323223473957
2024-10-05,81,66.1259977717948
2024-10-06,81,73.20760387121197
2024-10-07,24,70.81756720345469
2024-10-08,26,34.51699056748726
2024-10-09,77,43.359144458752596
2024-10-10,22,75.57304813486738
2024-10-11,48,33.774405383621605
2024-10-12,84,57.63545296554346
2024-10-13,116,77.10985775939395
2024-10-14,120,92.70905551775584
2024-10-15,40,91.00751032847745
2024-10-16,45,39.528213334284715
2024-10-17,57,53.33485963273526
2024-10-18,38,60.31318721856191
2024-10-19,17,46.619637228067916
2024-10-20,33,35.76855705534418
2024-10-21,52,48.7465687146659
2024-10-22,26,58.72228388864856
2024-10-23,40,39.64130964224127
2024-10-24,62,52.009515932572725
2024-10-25,148,64.16134740135712
2024-10-26,201,116.00948253889118
2024-10-27,28,138.34358620883927
2024-10-28,40,21.130821669173297
2024-10-29,90,51.74395630282192
2024-10-30,89,81.99320960849901
2024-10-31,136,74.71736664304515
2024-11-01,130,104.7822008770516
2024-11-02,123,94.72043624780575
2024-11-03,71,91.0591495852727
2024-11-04,17,58.87229276185131
2024-11-05,38,31.386823164455837
2024-11-06,52,51.930829823084096
2024-11-07,93,58.05838481427155
2024-11-08,148,82.31040849504508
2024-11-09,161,111.89330827775365
2024-11-10,125,112.86949734149371
2024-11-11,74,88.21667976750246
2024-11-12,84,60.51728979715142
2024-11-13,81,73.65758257263343
2024-11-14,53,70.41922775882847
2024-11-15,70,52.98570499631279
2024-11-16,43,67.53002758144598
2024-11-17,29,48.077760743105856
2024-11-18,41,42.74688464117082
2024-11-19,57,52.248028709630155
2024-11-20,65,60.84430647806353
2024-11-21,25,63.81464721352617
2024-11-22,32,37.27831982717738
2024-11-23,51,47.04747797397902
2024-11-24,88,58.21821148184033
2024-11-25,48,79.25892720150229
2024-11-26,19,48.87198518376677
2024-11-27,19,35.71446334995741
2024-11-28,19,39.565077981344146
2024-11-29,30,39.565077981344146
2024-11-30,43,46.57045241986417
2024-12-01,51,53.38895333812203
2024-12-02,22,56.75763351821088
2024-12-03,36,37.226680570382115
2024-12-04,34,49.99322630533979
2024-12-05,21,46.86060445371685
2024-12-06,24,38.847085201580356
2024-12-07,17,42.483779460011526
2024-12-08,27,37.62747446359984
2024-12-09,44,44.92545538456406
2024-12-10,38,54.42414500443188
2024-12-11,39,48.345774821448174
2024-12-12,64,49.77930593238423
2024-12-13,25,65.5678316595998
2024-12-14,26,37.411099642052775
2024-12-15,34,43.22636464387719
2024-12-16,35,48.188402602470894
2024-12-17,20,47.7630163051513
2024-12-18,22,38.07745316502131
2024-12-19,44,41.34285483151965
2024-12-20,40,55.088044078808906
2024-12-21,19,49.61947926481545
2024-12-22,27,36.77670186896065
2024-12-23,40,44.659895754813256
2024-12-24,66,51.87673611769733
2024-12-25,63,66.70875628809168
2024-12-26,25,61.34592443628025
2024-12-27,19,37.54387945692818
2024-12-28,39,38.76839909209171
2024-12-29,62,52.302122415016925
2024-12-30,65,64.29412721623254
2024-12-31,47,63.150748139149144
