date,True AQI,Predicted AQI
2024/11/6,93.0,65.81417617152708
2024/11/7,148.0,107.88881894618848
2024/11/8,161.0,128.94649354590072
2024/11/9,125.0,121.28251098701318
2024/11/10,74.0,91.09166662926016
2024/11/11,84.0,58.6561848735674
2024/11/12,81.0,87.20600913090037
2024/11/13,53.0,63.38646017137112
2024/11/14,70.0,45.50291336840702
2024/11/15,43.0,66.61329423280635
2024/11/16,29.0,37.02010779129795
2024/11/17,41.0,40.956878412173204
2024/11/18,57.0,52.60481491429243
2024/11/19,65.0,68.43583998366685
2024/11/20,25.0,69.9259268110372
2024/11/21,32.0,36.32925110795578
2024/11/22,51.0,55.66915643785898
2024/11/23,88.0,48.7921281467941
2024/11/24,48.0,94.31770077060041
2024/11/25,19.0,34.536348472242224
2024/11/26,19.0,21.756196055358366
2024/11/27,19.0,37.8655798824333
2024/11/28,30.0,37.18387540120112
2024/11/29,43.0,61.93818081745952
2024/11/30,51.0,56.05076104989715
2024/12/1,22.0,58.13784772759099
2024/12/2,36.0,22.407202928601514
2024/12/3,34.0,73.50672398906221
2024/12/4,21.0,45.95699675781851
2024/12/5,24.0,23.74577605631501
2024/12/6,17.0,52.20949755442181
2024/12/7,27.0,17.87088929779033
2024/12/8,44.0,62.0522678337564
2024/12/9,38.0,55.781055715240015
2024/12/10,39.0,49.996445001104256
2024/12/11,64.0,52.199618520069585
2024/12/12,25.0,80.37827397621821
2024/12/13,26.0,16.593264298929412
2024/12/14,34.0,53.55957990910287
2024/12/15,35.0,49.4792864991796
2024/12/16,20.0,52.46615738725442
2024/12/17,22.0,20.06985107126064
2024/12/18,44.0,43.46615729427103
2024/12/19,40.0,77.08579759456916
2024/12/20,19.0,28.653364024131683
2024/12/21,27.0,26.85952495048755
2024/12/22,40.0,65.34708822572831
2024/12/23,66.0,49.523170244898736
2024/12/24,63.0,85.18420481702738
2024/12/25,25.0,45.015926195529524
2024/12/26,19.0,38.89960768030771
2024/12/27,39.0,28.000997365045205
2024/12/28,62.0,68.1228090696484
2024/12/29,65.0,82.03123491748818
2024/12/30,47.0,34.470969926762706
